,FEN_BEFORE_MOVE,MOVE_MADE,TURN,WHITE_ELO,BLACK_ELO,WINNER
177,3q1rk1/r3pp1p/pnp3pb/Q3Bb1n/3P4/2N1PN2/PP2BPPP/2R1K2R w K - 12 15,h2h4,WHITE,602,208,-1
178,2kr2nr/1p3pp1/pq1bp1bp/3p4/2PP2P1/2P1BP2/PnBNN2P/1RQ2RK1 b - - 2 19,b6c7,BLACK,2212,605,-1
179,r2q1rk1/1b2Bppp/pn2p3/1pppN3/3PnPPP/P1NBP3/1PP5/R2QK2R b KQ - 0 13,d8e7,BLACK,294,2046,1
180,r1b5/pp1n4/4kp2/PPPp2BP/5PP1/3pPN2/5K2/R1R5 b - - 0 33,e6e7,BLACK,759,772,1
181,3q2k1/4prb1/2pp2p1/p1p5/8/P2PB3/bNP1QPPP/2R1R1K1 w - - 1 22,b2a4,WHITE,520,1663,1
182,2r3k1/3nbpp1/p3p3/P1pp3p/1r5P/2NbP1P1/R2P1PB1/B1R3K1 w - - 1 25,c3a4,WHITE,1358,1254,-1
183,2q3k1/1p4p1/b7/4p2p/1PPQ3P/p5P1/8/R2K4 b - - 0 41,e5d4,BLACK,2321,1248,-1
184,7k/1p6/p1b2p1p/2pBp3/1nPp2PP/NP1P4/4q3/5RK1 b - - 1 38,e2e3,BLACK,1919,1777,-1
185,2kr2nr/1pqn1pp1/2p1p3/p2p3b/PB1P1p2/1N1BPP2/1PP2K1P/1R4QR w - - 0 21,b4a5,WHITE,2409,213,-1
186,1k6/p2nR3/1p1R2p1/1b3pP1/8/P7/P2N1K2/8 b - - 0 50,b8b7,BLACK,225,932,1
187,5rk1/2r2p2/pnNpbbp1/1p5p/1P2Q2N/P5P1/4PPBP/2R3K1 w - - 1 28,e2e3,WHITE,917,1367,1
188,r1b1r1k1/pp4pp/2p2q2/1Pbn2N1/2BnpP2/P1N5/1BPP2PP/R2QK2R b KQ - 2 16,f6f4,BLACK,2067,1148,-1
189,r1b2rk1/2q1b1pp/2n1pp2/p7/B1P5/P2p1Q1P/1B1N1PP1/R3R1K1 b - - 1 22,a8a6,BLACK,1339,1696,1
190,5rk1/4qp1p/1N2bn2/PQb3p1/4p3/3pP1P1/2p2PBP/R4RK1 w - - 0 29,a5a6,WHITE,2131,2118,-1
191,r1br4/p6p/1pnkp1p1/2ppqp2/P1P5/3P2R1/1P1Q3P/RK5B w - - 0 30,g3e3,WHITE,2273,265,-1
192,1n2k2r/2r1b1p1/3qN2p/1Pp1p3/p3P1n1/8/PP4PP/RQ3R1K w k - 2 23,b5b6,WHITE,920,1492,1
193,2kr3r/1ppq1npp/p1n2p2/7b/1QPpP3/1N1p1PP1/PP4BP/R1B1R1K1 w - - 1 23,b4d2,WHITE,524,1900,1
194,r1bq2k1/1p3r2/p1n1pbN1/n1Pp1p2/5P2/P1N1P3/1QP2BPP/3RKB1R b K - 6 26,f7g7,BLACK,2081,1632,-1
195,r2qk1r1/pbb2p2/1pp1p3/3pPn2/6Pp/P1N1PN2/1PP1QP1P/R3KBR1 b Qq - 0 17,f5h6,BLACK,695,1051,1
196,1b3r2/6pk/R3Q2p/1Pp2p1q/2Nn1Bb1/2NP2P1/1P3P2/6KB w - - 3 30,e6e7,WHITE,464,1009,1
197,rn1kbr2/2q1bpn1/p1p1p1pP/2PpP1N1/pP1P4/3B3P/2Q2PKN/R1B3R1 b - - 0 22,g7f5,BLACK,425,709,1
198,3r1kb1/8/6pp/2b2p2/5P2/p1p3PP/P1R3B1/2R2N1K b - - 5 52,c5b4,BLACK,368,632,1
199,rnb4r/ppq2k2/3bpn1p/3p1p2/P3pN1p/1BN3P1/1PP2P1P/R2QK2R w KQ - 1 15,f2f3,WHITE,683,212,-1
200,8/r5kr/1pp4p/n1b1PP2/P1P5/2R5/4RP2/2BQ2K1 w - - 1 42,c1b2,WHITE,575,846,1
201,3Nkb2/Bb5r/q5p1/1N2pp1p/P3p3/7P/PQ3PP1/3RR1K1 w - - 1 26,b2e5,WHITE,454,471,1
202,4kr2/1p2b2p/p1pq1np1/8/1PQ1p1P1/P3P2P/4B1K1/3R4 b - - 1 28,f6d5,BLACK,1820,1046,-1
203,4r3/3q1nk1/8/ppp3bp/8/PP1P1Q2/6KN/1R3R2 w - - 4 33,f3h5,WHITE,561,1169,1
204,6k1/5p1n/p7/Pp1b3q/1P1Pr1Rp/2R4P/8/B5K1 b - - 1 40,h7g5,BLACK,1943,748,-1
205,4qr2/2r1b1k1/4Rp2/p3nBpp/P5P1/1PP1B3/N2NPP1P/R1Q3K1 w - - 0 32,e3b6,WHITE,1207,1261,1
206,R1bq1rk1/5rnp/P2P1bpn/B1p1p3/2B1Pp1P/3Q1PP1/2P5/R5K1 b - - 2 31,d8e8,BLACK,300,1334,1
207,r5k1/pp1q1p2/2pN3p/2P2rp1/3P4/2B4P/P2Q1PK1/4R2R b - - 0 29,f5d5,BLACK,639,721,1
208,r1b2bnr/p1qpk1p1/n1pNp2p/1pP1Pp2/1P1P1B2/P4N1P/5PP1/R2QKB1R b KQ - 0 16,g7g6,BLACK,1319,2241,1
209,2r2rk1/p2bb1p1/1q3p2/nN1p3p/Pp1PB3/1Pp1P2P/2Q2PP1/R1R1B1K1 b - - 0 25,d5e4,BLACK,1914,986,-1
210,r5nr/1bkp2np/pp3p2/2bPp3/2P1P3/P6B/3K1P1P/R2Q4 w - - 1 32,a3a4,WHITE,1303,1629,1
211,3r1r1k/1b4pp/4p3/ppq1Pp2/2p2n2/P1P2N1P/2QNBPP1/1R3R1K b - - 4 27,b7c6,BLACK,1158,1571,1
212,3qb2k/6RP/8/2P1p3/2BpPp1p/r2P1P1n/6R1/4NK2 w - - 2 60,c4e6,WHITE,1707,1857,1
213,4r2k/6pp/1p6/3n4/4PP2/3P3P/PPK4R/2R3q1 b - - 3 32,d5b4,BLACK,1834,699,-1
214,3r2k1/3q1pb1/b3p1p1/pRp3Pp/P1P1P3/2N1PNQP/4KP2/4B3 w - - 4 32,b5c5,WHITE,1695,2121,1
215,7r/pbq1kp2/2n1pp1p/6r1/Pp1Rp3/1QP4P/1P3PP1/4KB1R w K - 1 21,h3h4,WHITE,1092,312,-1
216,7k/7P/8/8/3pK3/4b3/n7/3B4 w - - 3 69,e4e5,WHITE,2026,1095,-1
217,r3kb1r/3n2p1/b1p2n2/3p3N/1p1P1BP1/p5QP/1qPKN1B1/1R5R b kq - 5 22,f6e4,BLACK,1865,426,-1
218,2q1r1k1/Brp1b3/2bp3p/pP2P1pP/4p1P1/2N5/1PP2Q2/2KR1BR1 w - - 0 26,b5c6,WHITE,342,439,1
219,r4rk1/pp2ppb1/2ppn1p1/P4b2/2PPR1N1/1PBQ1Bpq/5P2/3R2K1 w - - 5 28,d3f1,WHITE,2308,1820,-1
220,7N/4k2p/1r3pp1/2b1p3/p2p1B2/p2P1b2/2R2P2/K7 b - - 1 41,e7d6,BLACK,1785,1020,-1
221,r1bk1b1r/pp3ppp/2n2n2/1Np1p3/8/2P3P1/PP2PPBP/R1B1K1NR w KQ - 2 10,a2a4,WHITE,1015,1165,1
222,7k/8/1p3n2/7p/1R4pP/P3B1P1/1P5K/8 b - - 1 43,h8g7,BLACK,757,844,1
223,3k4/8/7p/5p1P/p4P2/P3K3/8/7r w - - 11 61,e3d2,WHITE,2138,323,-1
224,8/8/1p4pk/7r/K7/8/8/8 w - - 0 57,a4a3,WHITE,1298,645,-1
225,8/6p1/1p2k2p/1P1p1b1R/p6P/P3K3/3p4/8 w - - 0 55,e3d2,WHITE,1230,692,-1
226,1r2q2k/7p/pr1pp1pb/5pN1/NP1P3P/P2nP1P1/b2B1PB1/2RQR1K1 b - - 0 31,d3c1,BLACK,352,509,1
227,r3k2r/2qbbpnp/pp2p1p1/3pP3/1PnN1PPP/P1PQB2R/4B1K1/R5N1 b kq - 10 23,f7f6,BLACK,1389,403,-1
228,r4rk1/1p1b1p2/4pp1p/p1bp4/P1P3PP/1P3q2/2R2R2/5BK1 b - - 4 39,f3b3,BLACK,2160,1835,-1
229,4k2r/1p1b1p2/r1n1p3/p3b1Pp/P1R1B2q/1P1PB2P/4N1K1/3Q1R2 b - - 2 29,h8g8,BLACK,2346,2373,1
230,2r2rk1/6pp/p1n1pp2/1p4Bn/6P1/5N1P/P4R2/R3NBK1 w - - 0 34,g5c1,WHITE,1629,1870,1
231,3n2k1/1b2q3/4p3/1pN1b1p1/1P4Q1/r1n1P2P/6P1/4R1K1 w - - 3 47,g4h5,WHITE,644,575,-1
232,r2q1nk1/1b4pp/p2pr3/2p2N1P/1pP2P2/PP3nN1/2Q1B3/R1BK2R1 b - - 2 24,f3g1,BLACK,1391,1462,1
233,r3kb1r/q4p2/bnp1p1pp/3pPn2/pP1P4/5NNP/P2BBPPK/R1Q2R2 w kq - 0 18,c1c6,WHITE,1156,2111,1
234,r3rbk1/1b1n2p1/p3p2p/2p3q1/P1N1p3/1P2Q2P/1B1NK3/3R1B1R b - - 3 24,g5g6,BLACK,1656,478,-1
235,r1r3kb/3bpp2/1p4pp/1n1pP3/p5P1/7P/2RN1P1B/2R4K b - - 2 36,c8f8,BLACK,1308,219,-1
236,r7/pk3ppp/4p3/3pb1Pb/1P6/P3PP1P/4K3/3n3R w - - 0 29,h1e1,WHITE,878,783,-1
237,r3k3/1p3p1r/p3q1p1/2B1pb2/4p2P/2N1PP2/PPP3B1/2KR3R w q - 1 23,f3e4,WHITE,1794,922,-1
238,q5n1/1p2b3/p3P2k/P2p1r1p/2p2P2/2P3QB/1P6/4RR1K w - - 4 40,b2b4,WHITE,1941,1963,1
239,3rrq1k/pp3pb1/2pPb1np/2PnPN2/3B4/P2B1R1P/6P1/4QR1K w - - 1 39,f5g3,WHITE,2264,2421,1
240,r3kb1r/pp2pp2/Pq2b1p1/2p4p/3pPN2/8/1PPBB1PP/1R1QK1NR w Kkq - 0 15,e2d3,WHITE,1393,1576,1
241,3rk2r/1p1q2pp/2nBbp2/1pPn4/2p1N3/2P3PP/P2QpPB1/1R2K2R b Kk - 4 22,f6f5,BLACK,699,2419,1
242,2r1k1n1/2qbbpp1/4p1N1/1p1pP1Br/2p4P/2p2Q2/P1B2PK1/R6R w - - 0 25,g6e7,WHITE,235,1010,1
243,R3b2N/8/7R/4rk2/1Pp1p3/2P5/1P2BPP1/5K2 b - - 1 36,f5g5,BLACK,1735,2261,1
244,5r1k/p3r1p1/2P5/5p2/1P5P/4q2P/P1Q3K1/R7 b - - 2 37,e3e5,BLACK,1128,1116,-1
245,1kr4r/5N2/b2q1b2/p2p1npp/PpP2p2/1B1P3P/1P1NQPP1/1RB1K2R b K - 2 30,d6d7,BLACK,2178,1546,-1
246,8/kP6/p2r4/P1N1N3/4K3/8/5P2/8 b - - 8 85,a7b8,BLACK,1972,2448,1
247,1n6/1k1r4/p7/P2P4/1pQ5/1Pp2P2/2P1B3/4K3 b - - 0 79,d7c7,BLACK,1278,2239,1
248,1k3r2/1b3r2/4p3/1B1pP1b1/1P1P3p/p1p2N1Q/P1N2R2/1K6 w - - 0 62,c2a3,WHITE,1038,1973,1
249,6k1/2q1b3/1pb1P2p/pPn2Bp1/2P1n3/P1Br3P/1Q3PP1/2R1R1K1 w - - 1 33,c3e5,WHITE,1835,2387,1
250,3q2k1/p1r2pb1/4p1p1/1Q2P2p/PP2N2P/2P2NP1/3P4/R1B2RK1 b - - 1 31,c7c8,BLACK,266,1040,1
251,2r3k1/4p1bb/1p6/3pN2p/8/4R1PK/3N4/8 b - - 0 49,d5d4,BLACK,810,752,-1
252,5rk1/2r1bpp1/p3p2p/7q/3B4/PN2P2P/1Q3PP1/R4RK1 b - - 1 35,e6e5,BLACK,720,326,-1
253,r2qkb1r/1b3pp1/ppnn3p/2p1P2P/2Pp2P1/NP2P3/PB1P2BQ/2KR2NR w kq - 0 16,e3d4,WHITE,2152,612,-1
254,r1b1k2r/pp1pp1bp/4q1p1/8/3pB1P1/3P1Q1P/PPP5/R1B2RK1 w kq - 1 17,e4d5,WHITE,524,528,1
255,5q2/3b1p1k/3p2p1/Bp1Pp1bn/1Pr1P2p/1r5P/2R1NPP1/1N1QRBK1 w - - 3 36,e2c3,WHITE,1750,738,-1
256,2r4r/1p2bkn1/3n1p2/p1Pb2pp/PP4P1/4PN1P/Q4P2/1KR4R w - - 0 32,a2d5,WHITE,1750,1954,1
257,rbbqr3/pp3pk1/2n5/2p1p3/2PpP1p1/PP2P1P1/1B2B1NP/1R1Q1RK1 b - - 0 23,b7b6,BLACK,2370,1873,-1
258,rnb2rk1/ppq1npp1/2ppp2p/6NQ/1b1PP2P/2N5/PPPB1PP1/R3KB1R w KQ - 2 9,h1h3,WHITE,942,1158,1
259,r3r3/B2bq2k/n2b1pp1/1p1Pp3/4P1Pp/PNN1QPnP/1P3R1K/R6B b - - 1 27,e8d8,BLACK,1552,1900,1
260,3rk2r/pp4Rp/1qb1p2n/2b1P3/1P5P/PQ2pP2/2P1N1P1/R3KB2 b Qk - 2 22,c5e7,BLACK,337,1302,1
261,br1q3r/3nkp2/p2p1b1p/1ppPp2R/2P1P1p1/1N4P1/PPQNBPP1/1K1R4 w - - 3 25,e2g4,WHITE,609,1574,1
262,r2k3r/4b3/p2p3p/2p1p3/4P3/1qP1BQP1/1P1R1PKN/5R2 w - - 4 29,e3c5,WHITE,1136,1256,1
263,r4rk1/2nq1pp1/1p3n1p/1PbpN3/4p2Q/2N3P1/P1P1PPb1/R1B1R1K1 b - - 1 22,d7f5,BLACK,2273,2454,1
264,3k1r2/3b4/pB3N2/1p1p3p/1P4n1/P3P1PB/7P/5RK1 b - - 2 43,d8c8,BLACK,495,1125,1
265,1r1q2k1/3r1b1p/8/PQ4B1/1p1b4/4PP2/1PP3Bp/R2N1R1K w - - 1 34,b5f5,WHITE,1782,2353,1
266,3r1rk1/p1p1bp2/5n1p/1P3qp1/Q5b1/P2nPNP1/3N1PBP/R1B3KR w - - 3 19,a4c4,WHITE,488,297,-1
267,r2qkb1r/2p1n1pp/1pn5/p2P1b2/Q1P1P1p1/2N3P1/PP3PBP/R1B2RK1 b kq - 0 13,b6b5,BLACK,458,919,1
268,1r2k2r/p2n3p/2p1p1p1/3p1p1P/p2P4/P1n1P1P1/5PB1/1qBQK1NR w Kk - 0 24,h5g6,WHITE,881,2207,1
269,r1b1k2r/p3bp2/4p3/2pp2p1/qp5p/N1PP1BQ1/PP3PP1/R1B1R1K1 w k - 0 24,g3g4,WHITE,1282,1937,1
270,2R5/4k3/1q3p2/p1p1p1r1/P1PbPpP1/1P3P1B/6K1/1R6 w - - 24 90,c8a8,WHITE,1134,1069,-1
271,r1b2rk1/1p5p/3bn1qp/p1p4R/2PppN2/P3P1P1/1PQ1BKP1/R1B5 w - - 0 23,a3a4,WHITE,2054,1670,-1
272,1r3r1k/p1p1qpb1/2Bpb1pp/Pp2p3/2P1P3/3n1N2/1Q3PP1/RNB1R1K1 w - - 0 23,b2c2,WHITE,2052,1505,-1
273,1k6/1p3p1p/3p4/1p3NP1/5P2/2P5/1P5n/2KR4 w - - 0 39,d1e1,WHITE,463,2085,1
274,1rr3k1/pb1p1pp1/1q1Pp2p/npb1P3/2pRP3/P4N2/1PP2NPP/1K2QBR1 b - - 2 22,a5c6,BLACK,1389,1559,1
275,1r3rk1/2qbn1p1/p2b4/3p1p1p/1PpNn3/P1P1PBP1/3B1P1P/RN1Q1RK1 w - - 0 22,f3g2,WHITE,2471,1150,-1
276,1R6/p4k2/P7/6rp/3b4/8/8/5K2 w - - 8 57,b8d8,WHITE,1177,825,-1
277,r3r1k1/1p2npqp/p1n1p3/3p3b/1b1PP2p/2NB1P1P/PPPQ2PB/2K1RR2 b - - 2 19,h7h6,BLACK,2008,2052,1
278,8/8/3n2k1/6R1/p1R1P2K/6P1/1rN5/6b1 b - - 1 50,g6f7,BLACK,839,2202,1
279,r5k1/pb2pp1p/1p3bp1/2n2n2/2P5/1P3NPP/P4KB1/3Q3R w - - 2 21,h1g1,WHITE,927,2183,1
280,r3kb1r/2p2p2/1p2n1p1/4p3/p3P1Pp/P1N1B2P/1P4BR/R4KN1 w kq - 0 21,c3a2,WHITE,832,1911,1
281,1rbk1br1/1pNp1pp1/p2Ppn1p/P1P1B2P/1p3P2/4PBq1/8/1R1Q1KN1 w - - 0 23,b1b4,WHITE,517,2018,1
282,5b2/3b1k2/r1pn2p1/NpB1p1Pp/1P2Pp1P/3P1P2/8/2R2BK1 w - - 7 44,g1f2,WHITE,2422,2225,-1
283,r3k2r/pp3p1p/2p1p1p1/3nB2P/N1pP2P1/n1Q2P2/P3N1B1/4K2R w Kkq - 7 25,c3a3,WHITE,1996,2358,1
284,7Q/4n3/p1b1kp1P/1r6/8/8/3K4/8 b - - 2 78,b5d5,BLACK,1483,467,-1
285,4k2r/p3n1pp/4R3/2q2pB1/P1Bbp3/1P6/2P3PP/5K1R w k - 3 29,g5e7,WHITE,1367,2393,1
286,r2q1rk1/pp2b1pp/2b1p3/5p1N/3p4/P3P1BP/1PP3P1/R2QKB1R b KQ - 1 18,e7g5,BLACK,1196,1251,1
287,r3r1k1/5pbb/p3p2p/2Np4/P1PP2n1/4PNP1/1q2RnB1/2RQ2K1 w - - 0 30,d1e1,WHITE,2111,578,-1
288,4k2r/5pp1/b2P1n2/2r3q1/p1PQp2p/1P2P2P/P1BBNPP1/R3KR2 b Qk - 1 24,e8g8,BLACK,2206,2044,-1
289,2r1k2r/1b1qn1p1/p3N2p/1p1nQp2/3P4/PB4NR/1P1B1PP1/R4K2 b - - 1 27,c8c2,BLACK,1077,1652,1
290,6k1/6pp/p1p2r1n/Pp1p1p2/8/2P1q1PP/7K/R1R5 w - - 0 33,c1c2,WHITE,1779,1041,-1
291,3r1k1r/1b2bp1p/pp3np1/2pNp3/2P5/PP1qP1PB/1BnP1P1P/1R1Q1RK1 b - - 5 18,h7h5,BLACK,1140,1450,1
292,8/1k1b4/1b6/p2p4/8/2P5/K3p3/3nQ3 w - - 8 70,c3c4,WHITE,1035,2084,1
293,r1bq1rk1/1p5p/p2p2p1/1Pp1pp2/2P2n1b/P3QP2/1B1PNP1P/2KR1BR1 b - - 1 21,h4g5,BLACK,451,1086,1
294,1r3rk1/2q3pp/4pb2/pb1pNp2/3P4/1PP2QPP/p2N2P1/R1R3K1 b - - 9 28,a5a4,BLACK,734,1401,1
295,4q2k/1B2r2p/3p1p2/Q7/2bP2p1/2P2P2/P1P2K1P/8 w - - 3 30,b7c6,WHITE,1364,1331,-1
296,r1b1kb1r/4pppp/4n3/pP1pP3/q3n3/3BBN2/P1P2PPP/1K1RQ2R b kq - 0 17,c8b7,BLACK,2252,746,-1
297,rnbN2k1/p5p1/q2Npn1p/1p1p2bP/2pP4/P3P2R/1PPQ1PP1/R3KB2 w Q - 0 17,d8f7,WHITE,404,2251,1
298,r3r1k1/1p3ppp/p4q2/3p4/P2Nb1P1/N2n3P/1P1Q1PB1/3RR1K1 b - - 2 23,f6d4,BLACK,974,582,-1
299,r3r1k1/1bq2p2/p2N2pB/3P4/Np2P3/1B1p1P1P/PPP5/2KR3R w - - 0 25,d6b7,WHITE,257,1049,1
300,8/4k3/4b3/2R1p3/4P1qP/1P1P4/5R1K/5B2 b - - 2 63,g4h4,BLACK,637,708,1
301,r6r/ppqb1kpp/3bp3/1P6/N1B4P/P1B1P3/4QPP1/R3K2R w KQ - 3 21,c4d3,WHITE,1215,514,-1
302,2b2rk1/n1q1bppp/4p3/3p4/Q1p1P3/6P1/P2N1PBP/R1R3K1 b - - 1 23,c8d7,BLACK,1089,1456,1
303,r2qr1k1/5pb1/ppbppnp1/n1p4p/4PP2/1PBPN2P/B1P3PN/R3QRK1 w - - 1 19,e1h4,WHITE,1239,1332,1
304,2r5/pbbN1pk1/7p/1pp1p3/7P/1P3PP1/P2R1K2/3R4 b - - 5 31,c5c4,BLACK,1025,566,-1
305,1r2k2r/4npbp/p1qpb1p1/4p3/1P2P2Q/P1P4P/3P1PP1/R1B2RK1 b - - 0 19,c6c4,BLACK,292,516,1
306,4RRk1/p7/P2b4/6qP/6P1/1P6/1B3P2/6K1 b - - 0 52,d6f8,BLACK,966,898,-1
307,2r3kr/5pb1/p3p1p1/q2p3p/4n2P/B1p1P3/PPQ1BPP1/2R2RK1 b - - 3 26,g7e5,BLACK,2068,1699,-1
308,4r3/pr4p1/5k1p/2bp3P/3N4/1bP5/3BNK2/8 b - - 3 42,b7d7,BLACK,2352,725,-1
309,4r1k1/5pb1/4n1r1/1B5b/PB1pP2P/P4nP1/2P5/R3R2K b - - 3 35,e8b8,BLACK,816,641,-1
310,rr4k1/pNp1bppp/1q2p1b1/3p4/B2P4/1Q2PP1R/PP3K2/R1B5 w - - 3 24,b7c5,WHITE,2033,2394,1
311,2r5/pp3pk1/n3pb2/3pNbp1/P2p1P2/1P2B1K1/3QP1B1/2R5 w - - 0 31,c1c8,WHITE,1295,1884,1
312,7k/4r1p1/1Nb1p2p/p7/5P1q/Nn2BP2/RP2B3/3QR1K1 w - - 1 42,a3b5,WHITE,1009,1430,1
313,8/2p2r1k/1pP2b1p/pP3pp1/q4Pn1/4P1P1/3Q1NbP/1K2BBR1 w - - 0 36,f2g4,WHITE,497,1682,1
314,1r4k1/4bpp1/2b4p/1p6/2p1q1NP/2P2P2/1P1PB3/2BQK1R1 b - - 0 23,e4e6,BLACK,1349,776,-1
315,2kr4/p7/npb2pB1/P3p3/2P4p/Q1N2n2/3rNP2/1RK5 b - - 6 38,c8b7,BLACK,1129,1804,1
316,8/8/8/6k1/R6p/4p1p1/6K1/2r5 b - - 3 93,c1d1,BLACK,1121,489,-1
317,r1bbk3/pp3prp/1qn1p3/2p1P3/3p4/3P1NPB/PPP4P/RNBQK2R b KQq - 1 15,c6e5,BLACK,311,1397,1
318,1kr5/1p2q3/p2Bpn2/P2b1ppp/1Q1Pp3/7P/5PP1/2R2BK1 b - - 0 36,e7c7,BLACK,464,1888,1
319,rnb1k3/pq2b3/3p4/1PPPp2r/N3P1p1/P2BP1Q1/3B2K1/2R5 b q - 0 29,h5h6,BLACK,1328,1283,-1
320,4r3/7B/5k2/7p/P5p1/5qPP/5B2/5K2 w - - 0 50,h3h4,WHITE,1777,1364,-1
321,1r6/6pk/p5b1/4n1Pp/2Pp2qP/3Pp3/5PB1/2B1Q1K1 w - - 2 36,g1h1,WHITE,1337,2088,1
322,1k1r1r2/pbpqb3/1p6/3nPpN1/3P1n2/P7/1PQBNP2/K1R2BR1 b - - 0 30,f4g6,BLACK,1810,2452,1
323,2kr3r/p2n2pN/1p1b4/2p3Bp/2p1P3/2N3P1/PP4BP/1R3RK1 b - - 2 22,g7g6,BLACK,797,2135,1
324,4kb2/pp1rpn1N/2b3p1/2N1P3/1BP2P1q/PR6/3Q1Rp1/6K1 w - - 0 38,h7f6,WHITE,2356,248,-1
325,1brr4/2q1k1pb/2n2n1p/pBP5/Pp2pPP1/4P2P/1P2N3/R2QBRK1 w - - 2 25,d1b3,WHITE,1672,1481,-1
326,r2q1rk1/1bpnbpp1/p1ppp2p/2P1P2P/3P4/P1N1BN2/1P2QPP1/R3R1K1 w - - 3 20,a1d1,WHITE,2126,2008,-1
327,r2q1bk1/5p1p/3pn1p1/8/pR6/1bQn1PN1/1P3PB1/5RK1 b - - 9 33,a8c8,BLACK,1611,677,-1
328,5k2/1pq3p1/p1p3B1/P1Pp2P1/1P1N4/2B1P1b1/1K3rQ1/8 w - - 1 40,g2f2,WHITE,1860,1736,-1
329,r1b3k1/1q1nppbp/rn1p2p1/B1pP4/2P1P3/R4NNP/QP3PP1/4RBK1 b - - 10 25,b7a7,BLACK,1590,1968,1
330,r4r1k/3b1p2/1B3n2/1N2N2p/p1P3p1/5B2/PP3PPP/3RR1K1 b - - 0 27,a8e8,BLACK,367,568,1
331,rnbqk3/4bp1N/p1p1p3/1pNpPp1p/3P2rP/2P1BQ2/PP3PP1/4RRK1 w q - 5 20,e3g5,WHITE,433,1483,1
332,8/8/5k2/3Q4/P6p/5p1P/7K/8 b - - 0 50,f3f2,BLACK,655,1843,1
333,r1bqkb1r/n2pnppp/8/1p1pp2P/p3PP2/2P5/PPBPN1P1/R1BQK2R b KQkq - 0 12,d7d6,BLACK,316,2486,1
334,1r4rk/6qp/3b2p1/PppNp3/4P3/P5PB/Q6P/R4RK1 b - - 0 29,b8f8,BLACK,796,905,1
335,6k1/p1R1b2p/1q3rp1/3P1b2/1p4p1/1P2r1P1/P1RQ2KP/8 w - - 4 45,d5d6,WHITE,1467,1194,-1
336,r2b1k2/2qnr1pp/p1p1B1b1/Pp1P2P1/1P2N3/2R1PNR1/2P5/2KQ4 w - - 3 30,f3d4,WHITE,1412,778,-1
337,1k1rr3/1p6/1P1b4/1P2R3/P3Q2B/8/3KR2P/5q2 b - - 0 38,e8e5,BLACK,596,283,-1
338,8/p2b1k2/P4p2/8/1P4P1/5N1r/5K2/8 b - - 1 52,d7g4,BLACK,1969,1275,-1
339,r1b2k2/1p3p1r/nq2pN1n/pP1pP1Q1/P2p4/6P1/2PB1PB1/1R2K2R w K - 6 28,g2d5,WHITE,1624,1757,1
340,r4rk1/p2p4/3P4/2p1BpPp/Rn6/6P1/2PKN1q1/1R6 b - - 0 34,b4c2,BLACK,2311,1460,-1
341,3r1rk1/pbq1bpp1/2n4p/1pPNp2n/Pp1p4/3P2PP/1BQNPPB1/1RR3K1 b - - 2 22,d8d5,BLACK,1613,2122,1
342,r1b1k2r/pp6/3Ppp1p/q1p5/1nP5/1P3N2/P4P1P/R2Q1KR1 b kq - 2 22,c8d7,BLACK,551,1251,1
343,r4rk1/1p1bb1p1/2n1q3/p1P1Np1p/3pnP2/Q4BPP/PP1BP3/2R1R2K w - - 2 27,e1g1,WHITE,1741,1668,-1
344,1rb1k1nr/ppq1bp2/2n1p2p/P1ppP1p1/5B2/1NPP1NP1/1P3PBP/R2QR1K1 w k - 0 15,f4d2,WHITE,786,1359,1
345,r1b2rk1/1p1qbpp1/2p1n1n1/p1PpP3/Q2P4/3B1PP1/PP1B1N1P/R4R1K b - - 2 23,e7d8,BLACK,653,2146,1
346,r3r3/1pq1k1b1/8/p4p1p/P1ppbP1P/3nP1PR/1B3Q2/2R3K1 w - - 6 32,b2a3,WHITE,744,674,-1
347,2b2rk1/r4pb1/6qp/1pN1p2p/P2p4/1P1PP2N/1B3PB1/R4RK1 w - - 1 27,b3b4,WHITE,1484,991,-1
348,2rqr1k1/1p3pp1/p1n1b2p/8/P2b4/R1N3P1/1P3P1P/2BQR1KB w - - 2 26,c3e2,WHITE,1621,1150,-1
349,2r3k1/7p/q3p1p1/3n4/2N2P2/Ppb2BP1/4QB1P/5RK1 w - - 5 34,c4b6,WHITE,1047,1765,1
350,r1bq1rk1/pp3pbp/n2p1np1/2pPp3/2P5/2NBP3/PPQN1PPP/1RB1K2R w K - 4 11,b2b3,WHITE,1071,577,-1
351,3R4/1q4k1/7p/p3p1p1/P3np2/5P2/5B2/4K3 w - - 0 51,f2e3,WHITE,1328,505,-1
352,r1bb2r1/1p3pk1/p2q1n1p/8/3P2p1/P1Q1N1P1/2P2PBP/R4RK1 w - - 7 29,e3c4,WHITE,1830,2175,1
353,4r1k1/pp1b3p/6p1/2qP4/4p1n1/P7/1P4P1/R2K3R b - - 1 39,c5d4,BLACK,1732,248,-1
354,2k5/pp3pp1/8/4r2p/7P/N1PrPbP1/P4P2/R1R3K1 w - - 0 25,c1c2,WHITE,236,2355,1
355,8/3rbp1k/p4p2/B1p1p2P/2p1P3/1q1P1RP1/3Q4/5RK1 b - - 2 40,c4d3,BLACK,1113,1475,1
356,R7/1B3pk1/p7/5b1p/3p1P1P/3Pp3/r1P2PK1/4R3 b - - 2 42,a2c2,BLACK,915,2104,1
